-2.794179,-2.2546604,-3.1252065,-3.695411,-4.343981,-3.5254123,-2.3553784,-4.4042354,-4.569586,-3.0212874,-3.900127,-2.6735156,-2.4831877,-5.29081,-4.9453316,-4.082227,-2.3765934,-4.3540773,-4.8016367,-3.0305958
-1.8938341,-2.9775617,-1.886173,-3.8501186,-4.623195,-2.7696586,-5.2266283,-4.3545823,-2.045443,-5.1979413,-4.747423,-0.1171056,-4.564232,-3.4676313,-4.109228,-4.036417,-4.075019,-4.126596,-4.906795,-3.8164423
-6.4124174,-3.1199975,-2.3600836,-2.0313797,-3.2854316,-1.5667936,-2.256598,-2.6628375,-2.0269456,-4.2507877,-2.7981706,-4.759507,-4.1833425,-3.8000689,-4.871334,-5.0841885,-5.226175,-4.127573,-5.3640723,-4.8074536
-2.428143,-3.6402977,-2.2058449,-2.0945044,-1.499424,-2.1438344,-2.3006446,-4.402696,-2.500299,-4.312034,-5.6725163,-2.3368096,-3.8623493,-4.8595123,-5.1123657,-5.118962,-4.6494045,-4.7631125,-1.9584631,-3.3194053
-2.719833,-2.989149,-4.079667,-3.0610218,-3.1706567,-4.59831,-1.8076262,-4.5510755,-4.8962064,-4.6765294,-4.7405796,-4.660362,-2.7442615,-2.10608,-2.8819263,-1.3061224,-3.7125707,-4.7053547,-4.8371196,-4.0822463
-2.0378778,-4.4619565,-2.205993,-4.4222765,-2.5421975,-3.088303,-4.337695,-4.5880017,-4.9934154,-2.541548,-4.981481,-4.516502,-4.7232423,-5.0627246,-1.8047593,-1.9449619,-2.2760754,-2.189109,-3.7002327,-1.3933948
-2.5429265,-3.121021,-4.0672584,-1.8473847,-2.3300395,-2.7072604,-2.6866755,-2.5544016,-5.3076406,-3.612847,-4.8400736,-4.7230577,-2.1973,-5.0310698,-2.9549623,-4.543216,-4.279924,-5.037903,-5.073604,-4.648664
-5.086162,-2.755568,-2.95184,-3.822086,-4.76196,-4.7132325,-2.6205466,-2.3567934,-4.013291,-2.773448,-5.2117763,-1.3141569,-4.263802,-2.9323804,-5.159929,-2.376387,-1.5317403,-2.3591893,-2.1133647,-3.2170641
-5.507312,-2.980227,-3.04007,-2.4838831,-2.0195007,-2.6592019,-2.3294082,-2.0417848,-2.0344546,-5.391812,-5.571629,-4.871236,-2.136772,-3.536901,-4.690554,-2.1449285,-5.620917,-5.5469604,-5.445326,-4.8735523
-3.0288172,-4.694561,-2.8905697,-4.200499,-5.167759,-4.9713254,-4.6657,-3.988614,-2.0179956,-1.5789273,-2.1554875,-4.6333036,-4.454654,-1.9792391,-2.5610924,-4.222989,-2.3409708,-4.7770705,-2.6082103,-3.2478137
-3.782044,-4.2001786,-1.4015023,-1.9642736,-2.5955,-4.024838,-2.2566996,-4.613198,-5.162299,-4.0388193,-4.6533303,-4.821961,-4.5194135,-2.3509204,-3.0214407,-4.436051,-4.596263,-4.613972,-2.7324126,-4.968485
-1.8893254,-4.610343,-3.6760402,-4.7823186,-5.0947237,-2.4643087,-2.8490908,-4.174042,-4.6423817,-2.431463,-2.6016424,-4.6328244,-4.7001424,-5.044001,-2.7343457,-4.020096,-3.7903624,-1.3062693,-1.6606514,-2.9942153
-5.4829245,-2.715203,-2.598556,-2.5173883,-3.7461965,-4.656933,-2.445808,-4.3705997,-2.0842943,-2.5429466,-4.372494,-4.226197,-1.7385328,-4.5932713,-1.4727783,-4.2477317,-4.766716,-5.2903147,-5.131127,-5.1093664
